cid,text,time,digg_count,reply_comment_total,user_id,user_nickname,user_unique_id,referer
7121721209565250330,Lời thì thầm của đá🥺,2022-07-18 14:35:39,0,0,6551350646539780098,Coffee N chill’,coffee_n_chill,https://www.tiktok.com/@toanchodien23/video/7121230509027478810
7121719661867729690,M có phải mấy thằng ở trong bảo tàng meme vs tiệm tạp hoá meme k tòn,2022-07-18 14:29:42,0,0,6589583291228291073,Huy Nghiêm,shinhint,https://www.tiktok.com/@toanchodien23/video/7121230509027478810
7121714623674630939,anh này trầm tính quá,2022-07-18 14:10:12,0,0,6653263228107702273,Hứa Minh Triệu Hoa,huahoa2906,https://www.tiktok.com/@toanchodien23/video/7121230509027478810
7121707991002612506,Lâu lắm mới thấy Tòn :)),2022-07-18 13:44:24,0,0,6971336668653831170,:)),chuyencungcapcaygiongso1,https://www.tiktok.com/@toanchodien23/video/7121230509027478810
7121706683814265626,nhìn có nét giống tloo ha,2022-07-18 13:39:18,0,0,7112261429974369282,.,binnopro2k10,https://www.tiktok.com/@toanchodien23/video/7121230509027478810
7121700851664880410,mới thấy bị gãy tay,2022-07-18 13:16:45,0,0,23758153,Kodak Le,kodakle,https://www.tiktok.com/@toanchodien23/video/7121230509027478810
7121700870521226011,anh tòn ơi em đúi bụng quí ò anh cho em xinh mín,2022-07-18 13:16:44,0,0,6825566548246184962,🍀Jeon Lya🍀ghệ jk 🐰🥕,imnot_phuc_9597,https://www.tiktok.com/@toanchodien23/video/7121230509027478810
7121693493391835930,đẹp trai nữa là ok rồi,2022-07-18 12:48:11,0,0,6963646067703530498,thoichi🥳,_.thoibatbuom_,https://www.tiktok.com/@toanchodien23/video/7121230509027478810
7129178880795443994,hơi ẩu r đó ba,2022-08-07 16:55:20,0,0,6979167880978646018,hkhanh,hnvkhanh_0801,https://www.tiktok.com/@toanchodien23/video/7121230509027478810
7128825343281267483,Sao nhìn ổng có nét pi tor thái lan vậy cà 😁,2022-08-06 18:03:42,0,0,6878308478630233090,Jackson,duyngan97j,https://www.tiktok.com/@toanchodien23/video/7121230509027478810
7128712787651789594,có thôi ko toàn,2022-08-06 10:46:35,0,0,6978882005744829442,nguyenvucm1987,nguyenvucm1987,https://www.tiktok.com/@toanchodien23/video/7121230509027478810
7122714005610644250,Lông nách anh có mấy sợi vậy Tòn,2022-07-21 06:48:18,0,0,6710467765093123074,iznqhy___,iznqhy___,https://www.tiktok.com/@toanchodien23/video/7121230509027478810
7122708080185819931,Anh k ngại thì người ngại chính là tui 🥲,2022-07-21 06:25:18,0,0,6775135198931239938,𝑯𝒐𝒂̀𝒏𝒈 𝑵𝒉𝒊 🌸,ho.angu_ni,https://www.tiktok.com/@toanchodien23/video/7121230509027478810
7122493808474129179,"Sao hnay dùng miệng ăn v a, hiện tượng lạ",2022-07-20 16:33:48,0,0,6934185356565595137,Cris Tèo,bs199x,https://www.tiktok.com/@toanchodien23/video/7121230509027478810
7122397502405985051,@🌷ám ảnh ^^,2022-07-20 10:20:08,0,1,7009278112979207195,𝐽𝑖𝑤𝑜𝑛 ♡,_callmeisjiwon_,https://www.tiktok.com/@toanchodien23/video/7121230509027478810
7122362478189036314,ăn mà cũng dtrai nữa =))),2022-07-20 08:04:11,0,0,6925419370328589314,_hnhu,hmz1078,https://www.tiktok.com/@toanchodien23/video/7121230509027478810
7122292794471482113,ẩu rồi đó toàn:)),2022-07-20 03:35:48,0,0,7025982620040348673,Dương...,dwngiluv,https://www.tiktok.com/@toanchodien23/video/7121230509027478810
7122081574560367362,Tòn ới là Tòn=)),2022-07-19 13:54:46,0,0,7031161764289299483,Elysia🕊️,elysia_annyeong,https://www.tiktok.com/@toanchodien23/video/7121230509027478810
7122081356028347163,Ngầu quá ạ,2022-07-19 13:53:13,0,0,6562824909154713602,Lem,30668764249,https://www.tiktok.com/@toanchodien23/video/7121230509027478810
7122058846721524506,Ui ông toàn là memer à,2022-07-19 12:25:52,0,0,6533910130550947842,...........,minh.hien80,https://www.tiktok.com/@toanchodien23/video/7121230509027478810
7121930479221113626,trend mới :)),2022-07-19 04:07:47,0,0,7080738154014295042,Thiện Hoàng4299,imthien2k5,https://www.tiktok.com/@toanchodien23/video/7121230509027478810
7121877033979069210,ẩu r đó ba,2022-07-19 00:40:45,0,0,6764347908580426754,Mắm tôm vị trà đào cay cay,bbicuaan,https://www.tiktok.com/@toanchodien23/video/7121230509027478810
7121761149180412699,Ổng diễn nét gì dọ mn 😂,2022-07-18 17:10:54,0,0,6653690601303310337,Thanh Lam,thanhlam7650,https://www.tiktok.com/@toanchodien23/video/7121230509027478810
7121756452129489690,thà rằng người hay nói thếếế:)),2022-07-18 16:52:33,0,0,6923890906135495685,Tuyên Dũng05,hoangtuyendung05,https://www.tiktok.com/@toanchodien23/video/7121230509027478810
7121756437340652315,Là sao,2022-07-18 16:52:33,0,0,7106107004674933762,Trùm sub😏😏,_khangprovip,https://www.tiktok.com/@toanchodien23/video/7121230509027478810
7121707323437302554,đá thủ,2022-07-18 13:41:47,0,0,6847477618704827394,Nghĩa Thanh79,nguyenthanhnghia2343,https://www.tiktok.com/@toanchodien23/video/7121230509027478810
7121699752299709211,đẹp trai,2022-07-18 13:12:26,0,0,6942524837047829505,Kenzie 🐧🐧🐧,kenzienoob25,https://www.tiktok.com/@toanchodien23/video/7121230509027478810
7128035433351856922,Thôi đi ông,2022-08-04 14:58:11,0,0,7116893018154026011,van24031,van24031,https://www.tiktok.com/@toanchodien23/video/7121230509027478810
7126094155185865498,thôi đi 😂😂,2022-07-30 09:25:04,0,0,6718233003464098817,Vy's House 😋,vyfriendly29,https://www.tiktok.com/@toanchodien23/video/7121230509027478810
7124554616943706906,Toàn ơi là Toàn,2022-07-26 05:50:47,0,0,7123531706975847425,Eliyeon,_soyanie.1k9,https://www.tiktok.com/@toanchodien23/video/7121230509027478810
7124322898978554650,@Phann Nhii quay thui,2022-07-25 14:51:37,0,0,7098123235468821506,Quang Xuân Đào399,momooplezii,https://www.tiktok.com/@toanchodien23/video/7121230509027478810
7123841102940209947,Anh có ăn năn sám hối k ạ,2022-07-24 07:42:03,0,0,6769924733090677761,Lalala,shatsup22,https://www.tiktok.com/@toanchodien23/video/7121230509027478810
7122349694576263962,Ai bày anh Tòn cách ăn z tr :'),2022-07-20 07:14:39,0,0,6819899683059762178,Tâm đeo dép lào,tt_00246,https://www.tiktok.com/@toanchodien23/video/7121230509027478810
7122323604880474906,@wb.ngc_ sáng ns trend này nèe,2022-07-20 05:33:19,0,0,6864876247476323330,mĩ nữ không sợ mẹ,thw_tchang,https://www.tiktok.com/@toanchodien23/video/7121230509027478810
7122095230765581083,Tòn ơi là Tòn,2022-07-19 14:47:05,0,0,7003160353606337541,Dipper,trungtamdaotao,https://www.tiktok.com/@toanchodien23/video/7121230509027478810
7121963198911202075,Anh này có ngoài đời không ạ ?,2022-07-19 06:14:43,0,0,6643793257157918722,Tuyền Bùi8284,tuyen.kun,https://www.tiktok.com/@toanchodien23/video/7121230509027478810
7121725492189594394,Nghe tiếng con ông khóc 😂,2022-07-18 14:52:21,0,0,6542326497191968770,Phuong linh,pemaycute,https://www.tiktok.com/@toanchodien23/video/7121230509027478810
7124028843408835330,ok anh,2022-07-24 19:51:08,0,0,6946369242241696770,meo meo,wui_t,https://www.tiktok.com/@toanchodien23/video/7121230509027478810
7130530860700910363,kk,2022-08-11 08:21:41,0,0,7127818198644278298,Lên Xh Đi Mà,chuateflop68,https://www.tiktok.com/@toanchodien23/video/7121230509027478810
7121759908366271258,Đây là tao trong đa vũ chụ,2022-07-18 17:05:59,0,0,7096908028147450881,Khánh Toàn Dư276,acntoan,https://www.tiktok.com/@toanchodien23/video/7121230509027478810
7127298084672963354,T tên Toàn,2022-08-02 15:16:48,0,0,6755813396094911489,i hate you seek,nuttycry_37870,https://www.tiktok.com/@toanchodien23/video/7121230509027478810
7125075906087879451,M có thôi đi không tòn,2022-07-27 15:33:40,0,0,6825609108969407490,đức,deophaiduc,https://www.tiktok.com/@toanchodien23/video/7121230509027478810
7125011320152015618,Ngầu nhất thế giới luôn,2022-07-27 11:23:50,0,0,6596489728189857793,tienquoc80,2468008642k,https://www.tiktok.com/@toanchodien23/video/7121230509027478810
7122024968162001666,ẩu rồi đó pa :)))))))),2022-07-19 10:14:57,0,0,6698531600995353601,•Tulentino,chientulen2k6,https://www.tiktok.com/@toanchodien23/video/7121230509027478810
7121927242704716571,dmm:),2022-07-19 03:55:21,0,0,7065132037364384770,Quynh trAng,quynhtrang_117,https://www.tiktok.com/@toanchodien23/video/7121230509027478810
7126462946108490522,😂😂 ẩu rồi,2022-07-31 09:16:04,0,0,7121749338821329947,Dreamy Sleepwear,dreamy.sleepwear,https://www.tiktok.com/@toanchodien23/video/7121230509027478810
7124249051117962010,Chê,2022-07-25 10:05:04,0,0,6570290439734444033,Dũng Nguyễn,dunganhng,https://www.tiktok.com/@toanchodien23/video/7121230509027478810
7121967044082008859,Vkl :)),2022-07-19 06:29:42,0,0,7055126005426865154,hiephoang_,hiep1paous,https://www.tiktok.com/@toanchodien23/video/7121230509027478810
7125827264067224346,@tthuy3136 anh Toàn đá hay anh toàn đá,2022-07-29 16:09:18,0,1,6652694442817175553,Huỳnh Như,huynhnhulatuiine,https://www.tiktok.com/@toanchodien23/video/7121230509027478810
7124713340324463386,thôi đi ông Tòn,2022-07-27 03:32:49,0,0,7124554153166423067,ahthw,_teri.315_,https://www.tiktok.com/@toanchodien23/video/7121230509027478810
7123400520320992027,@.quametroi nè,2022-07-23 03:12:21,0,1,6747163135902139393,Thanh Mai,t_ngmeii7,https://www.tiktok.com/@toanchodien23/video/7121230509027478810
7123324986311525147,"đúng là công tử bạc liêu,cách ăn cũng khác người lh bthg",2022-07-22 22:19:53,0,0,7120202926438056986,Chartoy,chrfoosin,https://www.tiktok.com/@toanchodien23/video/7121230509027478810
7123265520934093595,Nhìn ổng ăn thui cx thấy buồn cười 😂,2022-07-22 18:28:46,0,0,6558299009847885825,Sáng Minh Nguyễn,ngsang227,https://www.tiktok.com/@toanchodien23/video/7121230509027478810
7123235029257470747,@leecharmirne mấy nữa mình quay trend này bạn coi nha:))),2022-07-22 16:30:08,0,1,6985028387404612609,Stephen Soul,dtrung_205,https://www.tiktok.com/@toanchodien23/video/7121230509027478810
7123223718348784411,ê có ai nhìn thấy lông nách của ông Toàn không=)),2022-07-22 15:46:17,0,0,6759895119866201090,🐜,19thang5nam2009,https://www.tiktok.com/@toanchodien23/video/7121230509027478810
7123010093935723290,quan ko gờ,2022-07-22 01:57:24,0,0,6868286894124565506,kap,sonicblossom0,https://www.tiktok.com/@toanchodien23/video/7121230509027478810
